year,county_fips,state,county_name,Dcandidatevotes,Rcandidatevotes,totalvotes,RATE,,
2004,08117,ARIZONA,COCHISE,17514,26556,44483,-0.41625515,,
2004,08119,ARIZONA,COCONINO,29243,22526,52267,0.260970031,,
2004,08121,ARIZONA,GILA,8314,12343,20843,-0.39514826,,
2004,08123,ARIZONA,GRAHAM,3185,7467,10720,-0.852041023,,
2004,08125,ARIZONA,GREENLEE,1146,1899,3067,-0.505049814,,
2004,09001,ARIZONA,LA PAZ,1849,3158,5055,-0.535293963,,
2004,09003,ARIZONA,MARICOPA,504849,679455,1192751,-0.297031632,,
2004,09005,ARIZONA,MOHAVE,20503,36794,57807,-0.584763572,,
2004,09007,ARIZONA,NAVAJO,14815,17277,32343,-0.153735956,,
2004,09009,ARIZONA,PIMA,193128,171109,366907,0.121052401,,
2004,09011,ARIZONA,PINAL,27252,37006,64622,-0.305953149,,
2004,09013,ARIZONA,SANTA CRUZ,6909,4668,11668,0.392094195,,
2004,09015,ARIZONA,YAVAPAI,33127,53468,87389,-0.478734684,,
2004,01001,ARIZONA,YUMA,16032,22184,38465,-0.324784583,,
2004,01003,ARKANSAS,ARKANSAS,3110,3789,6946,-0.197479406,,
2004,01005,ARKANSAS,ASHLEY,3881,4567,8512,-0.162763682,,
2004,01007,ARKANSAS,BAXTER,7129,11128,18530,-0.445293482,,
2004,01009,ARKANSAS,BENTON,20756,46571,68121,-0.808142668,,
2004,01011,ARKANSAS,BOONE,4640,9793,14777,-0.746953479,,
2004,01013,ARKANSAS,BRADLEY,2206,2011,4249,0.09254881,,
2004,01015,ARKANSAS,CALHOUN,942,1341,2303,-0.353165609,,
2004,01017,ARKANSAS,CARROLL,4161,6184,10481,-0.396209881,,
2004,01019,ARKANSAS,CHICOT,2993,1725,4757,0.551049178,,
2004,01021,ARKANSAS,CLARK,4985,4127,9189,0.188882653,,
2004,01023,ARKANSAS,CLAY,3264,2759,6096,0.168085142,,
2004,01025,ARKANSAS,CLEBURNE,4702,7001,11835,-0.398065046,,
2004,01027,ARKANSAS,CLEVELAND,1450,2009,3496,-0.326073529,,
2004,01029,ARKANSAS,COLUMBIA,4108,5729,9909,-0.332604703,,
2004,01031,ARKANSAS,CONWAY,4259,4293,8649,-0.007951398,,
2004,01033,ARKANSAS,CRAIGHEAD,13665,15818,29801,-0.146310713,,
2004,01035,ARKANSAS,CRAWFORD,6764,13391,20401,-0.682968408,,
2004,01037,ARKANSAS,CRITTENDEN,8277,6930,15300,0.177620771,,
2004,01039,ARKANSAS,CROSS,3135,3864,7074,-0.209073742,,
2004,01041,ARKANSAS,DALLAS,1667,1699,3383,-0.019014239,,
2004,01043,ARKANSAS,DESHA,2851,1729,4647,0.500126603,,
2004,01045,ARKANSAS,DREW,2952,3262,6249,-0.099857597,,
2004,01047,ARKANSAS,FAULKNER,14538,21514,36686,-0.391937975,,
2004,01049,ARKANSAS,FRANKLIN,3008,4181,7289,-0.329275046,,
2004,01051,ARKANSAS,FULTON,2370,2522,4955,-0.062162282,,
2004,01053,ARKANSAS,GARLAND,18040,21734,40154,-0.18628634,,
2004,01055,ARKANSAS,GRANT,2524,4205,6770,-0.510429349,,
2004,01057,ARKANSAS,GREENE,6561,7232,13947,-0.097372593,,
2004,01059,ARKANSAS,HEMPSTEAD,3817,3580,7452,0.064101973,,
2004,01061,ARKANSAS,HOT SPRING,5903,5962,12068,-0.009945299,,
2004,01063,ARKANSAS,HOWARD,2166,2736,4943,-0.233614851,,
2004,01065,ARKANSAS,INDEPENDENCE,5443,7430,13011,-0.311195479,,
2004,01067,ARKANSAS,IZARD,2586,2833,5493,-0.09122394,,
2004,01069,ARKANSAS,JACKSON,3515,2624,6219,0.292339654,,
2004,01071,ARKANSAS,JEFFERSON,19675,10218,30493,0.655197923,,
2004,01073,ARKANSAS,JOHNSON,3622,4311,8044,-0.174143536,,
2004,01075,ARKANSAS,LAFAYETTE,1567,1604,3191,-0.023337546,,
2004,01077,ARKANSAS,LAWRENCE,3544,2951,6615,0.183111937,,
2004,01079,ARKANSAS,LEE,2548,1492,4080,0.535191236,,
2004,01081,ARKANSAS,LINCOLN,2149,1921,4109,0.112156734,,
2004,01083,ARKANSAS,LITTLE RIVER,2677,2575,5294,0.03884723,,
2004,01085,ARKANSAS,LOGAN,3361,5076,8551,-0.412285001,,
2004,01087,ARKANSAS,LONOKE,7454,14398,22030,-0.658338507,,
2004,01089,ARKANSAS,MADISON,2421,3873,6384,-0.469848723,,
2004,01091,ARKANSAS,MARION,2602,4127,6867,-0.461270371,,
2004,01093,ARKANSAS,MILLER,6139,8448,14678,-0.319267865,,
2004,01095,ARKANSAS,MISSISSIPPI,7593,6121,14153,0.215501288,,
2004,01097,ARKANSAS,MONROE,2049,1586,3667,0.256136746,,
2004,01099,ARKANSAS,MONTGOMERY,1524,2367,3958,-0.440284873,,
2004,01101,ARKANSAS,NEVADA,1694,1752,3477,-0.033665396,,
2004,01103,ARKANSAS,NEWTON,1506,2779,4378,-0.612634021,,
2004,01105,ARKANSAS,OUACHITA,5188,5345,10650,-0.029813278,,
2004,01107,ARKANSAS,PERRY,1921,2435,4431,-0.237100873,,
2004,01109,ARKANSAS,PHILLIPS,5642,3161,8868,0.579350179,,
2004,01111,ARKANSAS,PIKE,1310,2013,3367,-0.429599009,,
2004,01113,ARKANSAS,POINSETT,4069,3555,7723,0.135042206,,
2004,01115,ARKANSAS,POLK,2473,5192,7799,-0.741686991,,
2004,01117,ARKANSAS,POPE,7100,13614,20902,-0.651003891,,
2004,01119,ARKANSAS,PRAIRIE,1562,2030,3624,-0.262068742,,
2004,01121,ARKANSAS,PULASKI,82755,67617,151758,0.202025005,,
2004,01123,ARKANSAS,RANDOLPH,3412,3158,6667,0.077359714,,
2004,01125,ARKANSAS,ST. FRANCIS,5684,3815,9588,0.398714545,,
2004,01127,ARKANSAS,SALINE,14153,24864,39376,-0.563494358,,
2004,01129,ARKANSAS,SCOTT,1473,2514,4038,-0.534573973,,
2004,01131,ARKANSAS,SEARCY,1370,2565,3992,-0.627147739,,
2004,01133,ARKANSAS,SEBASTIAN,16479,27303,44211,-0.504909743,,
2004,02001,ARKANSAS,SEVIER,2035,2516,4601,-0.21217452,,
2004,02002,ARKANSAS,SHARP,3265,4097,7470,-0.226995236,,
2004,02003,ARKANSAS,STONE,2255,3188,5549,-0.346243788,,
2004,02004,ARKANSAS,UNION,7071,10502,17832,-0.395563803,,
2004,02005,ARKANSAS,VAN BUREN,3310,3988,7374,-0.186341663,,
2004,02006,ARKANSAS,WASHINGTON,27597,35726,64103,-0.258171644,,
2004,02007,ARKANSAS,WHITE,9129,17001,26425,-0.621816006,,
2004,02008,ARKANSAS,WOODRUFF,1972,1021,3026,0.658265717,,
2004,02009,ARKANSAS,YELL,2913,3678,6659,-0.233185648,,
2004,02010,CALIFORNIA,ALAMEDA,422585,130911,560742,1.171872907,,
2004,02011,CALIFORNIA,ALPINE,373,311,699,0.181785507,,
2004,02012,CALIFORNIA,AMADOR,6211,10479,16879,-0.523051341,,
2004,02013,CALIFORNIA,BUTTE,42448,51662,95735,-0.196442704,,
2004,02014,CALIFORNIA,CALAVERAS,8286,13601,22306,-0.495575976,,
2004,02015,CALIFORNIA,COLUSA,1947,4142,6166,-0.754889037,,
2004,02016,CALIFORNIA,CONTRA COSTA,257254,150608,412139,0.535383489,,
2004,02017,CALIFORNIA,DEL NORTE,3892,5356,9421,-0.319294264,,
2004,02018,CALIFORNIA,EL DORADO,32242,52878,86278,-0.494717423,,
2004,02019,CALIFORNIA,FRESNO,103154,141988,247160,-0.31951953,,
2004,02020,CALIFORNIA,GLENN,2995,6308,9435,-0.744874438,,
2004,02021,CALIFORNIA,HUMBOLDT,37988,25714,65510,0.39023473,,
2004,02022,CALIFORNIA,IMPERIAL,13955,11628,25902,0.182421884,,
2004,02023,CALIFORNIA,INYO,3021,4559,7718,-0.411515399,,
2004,02024,CALIFORNIA,KERN,68603,140417,210858,-0.716280301,,
2004,02025,CALIFORNIA,KINGS,10833,21003,32093,-0.662068254,,
2004,02026,CALIFORNIA,LAKE,9679,8185,18166,0.167655379,,
2004,02027,CALIFORNIA,LASSEN,3158,8126,11437,-0.945129882,,
2004,02028,CALIFORNIA,LOS ANGELES,1907736,1076225,3021647,0.572457651,,
2004,02029,CALIFORNIA,MADERA,13481,24871,38780,-0.612421179,,
2004,02030,CALIFORNIA,MARIN,99070,34378,134919,1.058409846,,
2004,02031,CALIFORNIA,MARIPOSA,3251,5215,8638,-0.472576447,,
2004,02032,CALIFORNIA,MENDOCINO,24385,12955,38179,0.632486375,,
2004,02033,CALIFORNIA,MERCED,24491,32773,57945,-0.291299303,,
2004,02034,CALIFORNIA,MODOC,1149,3235,4456,-1.035136929,,
2004,02035,CALIFORNIA,MONO,2628,2621,5330,0.002667176,,
2004,02036,CALIFORNIA,MONTEREY,75241,47838,124544,0.452875992,,
2004,02037,CALIFORNIA,NAPA,33666,22059,56465,0.422767744,,
2004,02038,CALIFORNIA,NEVADA,24220,28790,53739,-0.172849366,,
2004,02039,CALIFORNIA,ORANGE,419239,641832,1073296,-0.425885424,,
2004,02040,CALIFORNIA,PLACER,55573,95969,152945,-0.546327751,,
2004,02099,CALIFORNIA,PLUMAS,4129,6905,11178,-0.51421054,,
2004,04001,CALIFORNIA,RIVERSIDE,228806,322473,556882,-0.343144929,,
2004,04003,CALIFORNIA,SACRAMENTO,236657,235539,476765,0.004735331,,
2004,04005,CALIFORNIA,SAN BENITO,9851,8698,18725,0.124479859,,
2004,04007,CALIFORNIA,SAN BERNARDINO,227789,289306,522777,-0.23906519,,
2004,04009,CALIFORNIA,SAN DIEGO,526437,596033,1133584,-0.124164368,,
2004,04011,CALIFORNIA,SAN FRANCISCO,296772,54355,355929,1.697427562,,
2004,04012,CALIFORNIA,SAN JOAQUIN,87012,100978,189505,-0.148856631,,
2004,04013,CALIFORNIA,SAN LUIS OBISPO,58742,67995,128647,-0.1462792,,
2004,04015,CALIFORNIA,SAN MATEO,197922,83315,284077,0.865244409,,
2004,04017,CALIFORNIA,SANTA BARBARA,90314,76806,169125,0.162009725,,
2004,04019,CALIFORNIA,SANTA CLARA,386100,209094,602614,0.613312492,,
2004,04021,CALIFORNIA,SANTA CRUZ,89102,30354,121733,1.076853476,,
2004,04023,CALIFORNIA,SHASTA,24339,52249,77571,-0.76394075,,
2004,04025,CALIFORNIA,SIERRA,646,1249,1945,-0.659299006,,
2004,04027,CALIFORNIA,SISKIYOU,7880,12673,20863,-0.475145842,,
2004,05001,CALIFORNIA,SOLANO,85096,62301,148746,0.311802554,,
2004,05003,CALIFORNIA,SONOMA,148261,68204,220077,0.77647102,,
2004,05005,CALIFORNIA,STANISLAUS,58829,85407,145514,-0.372793134,,
2004,05007,CALIFORNIA,SUTTER,9602,20254,30145,-0.746380895,,
2004,05009,CALIFORNIA,TEHAMA,7504,15572,23405,-0.730038218,,
2004,05011,CALIFORNIA,TRINITY,2782,3560,6479,-0.246590451,,
2004,05013,CALIFORNIA,TULARE,32494,65399,98739,-0.699451511,,
2004,05015,CALIFORNIA,TUOLUMNE,10104,15745,26188,-0.44359147,,
2004,05017,CALIFORNIA,VENTURA,148859,160314,312909,-0.074134843,,
2004,05019,CALIFORNIA,YOLO,42885,28005,72009,0.426139049,,
2004,05021,CALIFORNIA,YUBA,5687,12076,18020,-0.753037144,,
2004,05023,COLORADO,ADAMS,69122,65912,136672,0.04755254,,
2004,05025,COLORADO,ALAMOSA,3017,3179,6269,-0.052303722,,
2004,05027,COLORADO,ARAPAHOE,110262,119475,232171,-0.080247793,,
2004,05029,COLORADO,ARCHULETA,2141,3601,5839,-0.519938575,,
2004,05031,COLORADO,BACA,483,1680,2186,-1.246532419,,
2004,05033,COLORADO,BENT,785,1338,2155,-0.533247523,,
2004,05035,COLORADO,BOULDER,105564,51586,159257,0.716067086,,
2004,05037,COLORADO,BROOMFIELD,10935,12007,23235,-0.093521159,,
2004,05039,COLORADO,CHAFFEE,3766,4875,8769,-0.258106674,,
2004,05041,COLORADO,CHEYENNE,198,923,1134,-1.539362204,,
2004,05043,COLORADO,CLEAR CREEK,2989,2522,5613,0.169886646,,
2004,05045,COLORADO,CONEJOS,1894,1864,3800,0.015966279,,
2004,05047,COLORADO,COSTILLA,1170,566,1759,0.72616495,,
2004,05049,COLORADO,CROWLEY,478,1006,1493,-0.744126618,,
2004,05051,COLORADO,CUSTER,739,1657,2428,-0.807466096,,
2004,05053,COLORADO,DELTA,4224,9722,14159,-0.833608812,,
2004,05055,COLORADO,DENVER,166135,69903,238672,0.865692144,,
2004,05057,COLORADO,DOLORES,333,785,1146,-0.857541228,,
2004,05059,COLORADO,DOUGLAS,39661,80651,121200,-0.709762867,,
2004,05061,COLORADO,EAGLE,9744,8533,18511,0.132710711,,
2004,05063,COLORADO,ELBERT,2834,8389,11361,-1.085232183,,
2004,05065,COLORADO,EL PASO,77648,161361,241786,-0.731458298,,
2004,05067,COLORADO,FREMONT,5933,12313,18523,-0.730125628,,
2004,05069,COLORADO,GARFIELD,9228,11123,20647,-0.186772696,,
2004,05071,COLORADO,GILPIN,1807,1329,3196,0.307241232,,
2004,05073,COLORADO,GRAND,3243,4260,7609,-0.272770333,,
2004,05075,COLORADO,GUNNISON,4782,3479,8420,0.318113973,,
2004,05077,COLORADO,HINSDALE,236,355,602,-0.408285984,,
2004,05079,COLORADO,HUERFANO,1663,1700,3402,-0.022005051,,
2004,05081,COLORADO,JACKSON,210,710,934,-1.218157439,,
2004,05083,COLORADO,JEFFERSON,126558,140644,271293,-0.105531174,,
2004,05085,COLORADO,KIOWA,172,712,892,-1.420583435,,
2004,05087,COLORADO,KIT CARSON,729,2721,3502,-1.317081007,,
2004,05089,COLORADO,LAKE,1623,1261,2949,0.252371232,,
2004,05091,COLORADO,LA PLATA,13409,11704,25490,0.13599546,,
2004,05093,COLORADO,LARIMER,68266,75884,146435,-0.10579402,,
2004,05095,COLORADO,LAS ANIMAS,3300,3196,6587,0.032022441,,
2004,05097,COLORADO,LINCOLN,503,1819,2337,-1.285452008,,
2004,05099,COLORADO,LOGAN,2491,6168,8766,-0.9066904,,
2004,05101,COLORADO,MESA,19564,41539,61885,-0.752941602,,
2004,05103,COLORADO,MINERAL,227,383,619,-0.523084972,,
2004,05105,COLORADO,MOFFAT,1355,4247,5725,-1.142411397,,
2004,05107,COLORADO,MONTEZUMA,3867,6988,11015,-0.59171538,,
2004,05109,COLORADO,MONTROSE,4776,11218,16219,-0.853916255,,
2004,05111,COLORADO,MORGAN,3039,6787,9936,-0.803480504,,
2004,05113,COLORADO,OTERO,3164,4947,8180,-0.446944282,,
2004,05115,COLORADO,OURAY,1278,1402,2719,-0.092603433,,
2004,05117,COLORADO,PARK,3445,4781,8355,-0.327725825,,
2004,05119,COLORADO,PHILLIPS,582,1717,2325,-1.081863413,,
2004,05121,COLORADO,PITKIN,6335,2784,9255,0.822201071,,
2004,05123,COLORADO,PROWERS,1308,3392,4745,-0.952920465,,
2004,05125,COLORADO,PUEBLO,35369,31117,67182,0.128081437,,
2004,05127,COLORADO,RIO BLANCO,566,2403,3003,-1.445879158,,
2004,05129,COLORADO,RIO GRANDE,2006,3448,5523,-0.541651663,,
2004,05131,COLORADO,ROUTT,6392,5199,11761,0.206580909,,
2004,05133,COLORADO,SAGUACHE,1594,1163,2803,0.315243707,,
2004,05135,COLORADO,SAN JUAN,253,216,486,0.158111081,,
2004,05137,COLORADO,SAN MIGUEL,2876,1079,4019,0.980365754,,
2004,05139,COLORADO,SEDGWICK,374,971,1360,-0.954070671,,
2004,05141,COLORADO,SUMMIT,8144,5370,13735,0.416453551,,
2004,05143,COLORADO,TELLER,3556,8094,11840,-0.822486729,,
2004,05145,COLORADO,WASHINGTON,455,2050,2530,-1.505297653,,
2004,05147,COLORADO,WELD,31868,55591,88652,-0.556418946,,
2004,05149,COLORADO,YUMA,1064,3456,4559,-1.17807646,,
2004,06001,CONNECTICUT,FAIRFIELD,205902,189605,400967,0.082457367,,
2004,06003,CONNECTICUT,HARTFORD,229902,154919,391808,0.394750731,,
2004,06005,CONNECTICUT,LITCHFIELD,44647,50160,96668,-0.116430781,,
2004,06007,CONNECTICUT,MIDDLESEX,47292,35252,83984,0.293818883,,
2004,06009,CONNECTICUT,NEW HAVEN,199060,160390,366392,0.215997937,,
2004,06011,CONNECTICUT,NEW LONDON,66062,49931,118360,0.279951643,,
2004,06013,CONNECTICUT,TOLLAND,39146,31245,71729,0.225438883,,
2004,06015,CONNECTICUT,WINDHAM,25477,22324,48861,0.132113751,,
2004,06017,CONNECTICUT,STATEWIDE WRITEIN,NA,NA,0,#VALUE!,,
2004,06019,MAINE,MAINE UOCAVA,NA,NA,0,#VALUE!,,
2004,06021,RHODE ISLAND,FEDERAL PRECINCT,NA,NA,0,#VALUE!,,
2008,06023,DELAWARE,KENT,36392,29827,66925,0.198934947,,
2008,06025,DELAWARE,NEW CASTLE,178768,74608,256417,0.873841136,,
2008,06027,DELAWARE,SUSSEX,40299,47939,89070,-0.173602715,,
2008,06029,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,245800,17367,265853,2.649946343,,
2008,06031,FLORIDA,ALACHUA,75565,48513,125519,0.44316141,,
2008,06033,FLORIDA,BAKER,2327,8672,11059,-1.31551956,,
2008,06035,FLORIDA,BAY,23653,56683,81127,-0.873984385,,
2008,06037,FLORIDA,BRADFORD,3430,8136,11676,-0.863738398,,
2008,06039,FLORIDA,BREVARD,127620,157589,287859,-0.21093328,,
2008,06041,FLORIDA,BROWARD,492640,237729,733899,0.728647315,,
2008,06043,FLORIDA,CALHOUN,1821,4345,6244,-0.869639958,,
2008,06045,FLORIDA,CHARLOTTE,39031,45205,85158,-0.146851498,,
2008,06047,FLORIDA,CITRUS,31460,43706,76158,-0.328768495,,
2008,06049,FLORIDA,CLAY,26697,67203,94577,-0.92316669,,
2008,06051,FLORIDA,COLLIER,54450,86379,141988,-0.461461741,,
2008,06053,FLORIDA,COLUMBIA,9171,18670,28128,-0.710871626,,
2008,06055,FLORIDA,DESOTO,4383,5632,10131,-0.250731197,,
2008,06057,FLORIDA,DIXIE,1925,5194,7264,-0.992578146,,
2008,06059,FLORIDA,DUVAL,202618,210537,415761,-0.038338977,,
2008,06061,FLORIDA,ESCAMBIA,61572,91411,154447,-0.3951586,,
2008,06063,FLORIDA,FLAGLER,24726,23951,49031,0.031845245,,
2008,06065,FLORIDA,FRANKLIN,2134,3818,6029,-0.581728572,,
2008,06067,FLORIDA,GADSDEN,15582,6811,22510,0.82757745,,
2008,06069,FLORIDA,GILCHRIST,1996,5656,7819,-1.041571751,,
2008,06071,FLORIDA,GLADES,1674,2533,4261,-0.414188399,,
2008,06073,FLORIDA,GULF,2149,4980,7205,-0.840427273,,
2008,06075,FLORIDA,HAMILTON,2364,3179,5587,-0.296211582,,
2008,06077,FLORIDA,HARDEE,2568,4763,7412,-0.617750336,,
2008,06079,FLORIDA,HENDRY,4998,5780,10879,-0.14536585,,
2008,06081,FLORIDA,HERNANDO,41886,45021,87901,-0.072177405,,
2008,06083,FLORIDA,HIGHLANDS,18135,26221,44783,-0.368716844,,
2008,06085,FLORIDA,HILLSBOROUGH,272963,236355,513312,0.144001343,,
2008,06087,FLORIDA,HOLMES,1446,7033,8589,-1.581812234,,
2008,06089,FLORIDA,INDIAN RIVER,29710,40176,70591,-0.301786113,,
2008,06091,FLORIDA,JACKSON,7671,13717,21565,-0.581188955,,
2008,06093,FLORIDA,JEFFERSON,4088,3797,7957,0.073844572,,
2008,06095,FLORIDA,LAFAYETTE,642,2679,3359,-1.428610566,,
2008,06097,FLORIDA,LAKE,62948,82802,146926,-0.274143227,,
2008,06099,FLORIDA,LEE,119701,147608,269276,-0.209563144,,
2008,06101,FLORIDA,LEON,91747,55705,148608,0.498964879,,
2008,06103,FLORIDA,LEVY,6711,11754,18725,-0.560445637,,
2008,06105,FLORIDA,LIBERTY,895,2339,3278,-0.960655048,,
2008,06107,FLORIDA,MADISON,4270,4544,8907,-0.062193854,,
2008,06109,FLORIDA,MANATEE,70034,80721,151994,-0.142017926,,
2008,06111,FLORIDA,MARION,70839,89628,162022,-0.235258075,,
2008,06113,FLORIDA,MARTIN,33508,44143,78294,-0.275650148,,
2008,06115,FLORIDA,MIAMI-DADE,499831,360551,863486,0.326636624,,
2008,08001,FLORIDA,MONROE,20907,18933,40272,0.0991776,,
2008,08003,FLORIDA,NASSAU,10618,27403,38304,-0.948101822,,
2008,08005,FLORIDA,OKALOOSA,25872,68789,95529,-0.977882546,,
2008,08007,FLORIDA,OKEECHOBEE,5108,7561,12786,-0.392195518,,
2008,08009,FLORIDA,ORANGE,273009,186832,462711,0.379294944,,
2008,08011,FLORIDA,OSCEOLA,59962,40086,100670,0.402683882,,
2008,08013,FLORIDA,PALM BEACH,361271,226037,590500,0.468929667,,
2008,08014,FLORIDA,PASCO,102417,110104,214866,-0.072372659,,
2008,08015,FLORIDA,PINELLAS,248299,210066,463282,0.167211898,,
2008,08017,FLORIDA,POLK,113865,128878,244833,-0.123852684,,
2008,08019,FLORIDA,PUTNAM,13236,19637,33171,-0.394475152,,
2008,08021,FLORIDA,ST. JOHNS,35791,69222,105844,-0.659622266,,
2008,08023,FLORIDA,ST. LUCIE,67125,52512,120579,0.245514838,,
2008,08025,FLORIDA,SANTA ROSA,19470,55972,76185,-1.055976746,,
2008,08027,FLORIDA,SARASOTA,102686,102897,207353,-0.0020527,,
2008,08029,FLORIDA,SEMINOLE,99335,105070,205895,-0.056128818,,
2008,08031,FLORIDA,SUMTER,17655,30866,48868,-0.558636225,,
2008,08033,FLORIDA,SUWANNEE,4916,12534,17662,-0.93594976,,
2008,08035,FLORIDA,TAYLOR,2803,6457,9366,-0.834474541,,
2008,08037,FLORIDA,UNION,1299,3933,5285,-1.107807756,,
2008,08039,FLORIDA,VOLUSIA,127795,113938,243824,0.114772977,,
2008,08041,FLORIDA,WAKULLA,5311,8877,14376,-0.513683521,,
2008,08043,FLORIDA,WALTON,7174,19561,27046,-1.003074409,,
2008,08045,FLORIDA,WASHINGTON,2863,8178,11131,-1.049577596,,
2008,08047,GEORGIA,APPLING,1846,5085,6996,-1.013273893,,
2008,08049,GEORGIA,ATKINSON,938,1941,2904,-0.727208634,,
2008,08051,GEORGIA,BACON,817,3089,3938,-1.329963598,,
2008,08053,GEORGIA,BAKER,846,828,1687,0.021506205,,
2008,08055,GEORGIA,BALDWIN,8587,7823,16537,0.093181319,,
2008,08057,GEORGIA,BANKS,1027,5120,6241,-1.606512508,,
2008,08059,GEORGIA,BARROW,6657,17625,24582,-0.973649416,,
2008,08061,GEORGIA,BARTOW,9662,25976,36093,-0.988972369,,
2008,08063,GEORGIA,BEN HILL,2590,3417,6036,-0.277105097,,
2008,08065,GEORGIA,BERRIEN,1471,4901,6449,-1.203496824,,
2008,08067,GEORGIA,BIBB,38987,27037,66368,0.366021959,,
2008,08069,GEORGIA,BLECKLEY,1380,3657,5071,-0.97455964,,
2008,08071,GEORGIA,BRANTLEY,1119,5080,6277,-1.512875832,,
2008,08073,GEORGIA,BROOKS,2669,3507,6201,-0.273057101,,
2008,08075,GEORGIA,BRYAN,3636,9112,12845,-0.91870805,,
2008,08077,GEORGIA,BULLOCH,9586,14174,23920,-0.3911056,,
2008,08079,GEORGIA,BURKE,5233,4344,9626,0.186189145,,
2008,08081,GEORGIA,BUTTS,3065,5947,9091,-0.662839321,,
2008,08083,GEORGIA,CALHOUN,1342,862,2211,0.442661047,,
2008,08085,GEORGIA,CAMDEN,6482,10502,17084,-0.48253661,,
2008,08087,GEORGIA,CANDLER,1209,2286,3518,-0.637009994,,
2008,08089,GEORGIA,CARROLL,14334,28661,43498,-0.692902976,,
2008,08091,GEORGIA,CATOOSA,6025,18218,24496,-1.106492637,,
2008,08093,GEORGIA,CHARLTON,1197,2466,3685,-0.722778978,,
2008,08095,GEORGIA,CHATHAM,62755,46829,110238,0.292735587,,
2008,08097,GEORGIA,CHATTAHOOCHEE,830,811,1653,0.023157647,,
2008,08099,GEORGIA,CHATTOOGA,2596,5572,8307,-0.763782257,,
2008,08101,GEORGIA,CHEROKEE,22350,70279,93772,-1.145646713,,
2008,08103,GEORGIA,CLARKE,29591,15333,45510,0.657462893,,
2008,08105,GEORGIA,CLAY,879,558,1440,0.454425935,,
2008,08107,GEORGIA,CLAYTON,82527,16506,99438,1.609401561,,
2008,08109,GEORGIA,CLINCH,989,1678,2696,-0.528663555,,
2008,08111,GEORGIA,COBB,141216,170957,315444,-0.19112143,,
2008,08113,GEORGIA,COFFEE,4811,8872,13747,-0.611995287,,
2008,08115,GEORGIA,COLQUITT,4139,9185,13435,-0.797117506,,
2008,08117,GEORGIA,COLUMBIA,15703,39322,55351,-0.917932382,,
2008,08119,GEORGIA,COOK,2075,3782,5903,-0.600291817,,
2008,08121,GEORGIA,COWETA,15521,37571,53549,-0.884038531,,
2008,08123,GEORGIA,CRAWFORD,1832,3358,5240,-0.605937292,,
2008,08125,GEORGIA,CRISP,3085,4424,7550,-0.360492607,,
2008,09001,GEORGIA,DADE,1612,4703,6408,-1.070724959,,
2008,09003,GEORGIA,DAWSON,1632,8242,9974,-1.619436776,,
2008,09005,GEORGIA,DECATUR,4424,5890,10374,-0.286211733,,
2008,09007,GEORGIA,DEKALB,254594,65581,322301,1.3563841,,
2008,09009,GEORGIA,DODGE,2595,5543,8212,-0.758949354,,
2008,09011,GEORGIA,DOOLY,2138,1991,4160,0.071233788,,
2008,09013,GEORGIA,DOUGHERTY,26135,12547,38846,0.733793819,,
2008,09015,GEORGIA,DOUGLAS,27825,26812,55083,0.037085349,,
2008,01001,GEORGIA,EARLY,2603,2711,5335,-0.040652945,,
2008,01003,GEORGIA,ECHOLS,201,981,1187,-1.585267552,,
2008,01005,GEORGIA,EFFINGHAM,4936,15230,20316,-1.12671188,,
2008,01007,GEORGIA,ELBERT,3366,4868,8317,-0.368958079,,
2008,01009,GEORGIA,EMANUEL,3068,5110,8242,-0.510173521,,
2008,01011,GEORGIA,EVANS,1374,2462,3855,-0.583247834,,
2008,01013,GEORGIA,FANNIN,2611,7807,10584,-1.095287477,,
2008,01015,GEORGIA,FAYETTE,20313,38501,59321,-0.63942314,,
2008,01017,GEORGIA,FLOYD,10691,23132,34213,-0.771814674,,
2008,01019,GEORGIA,FORSYTH,15406,59166,75376,-1.345590009,,
2008,01021,GEORGIA,FRANKLIN,1914,6069,8073,-1.153998554,,
2008,01023,GEORGIA,FULTON,272000,130136,405628,0.737222009,,
2008,01025,GEORGIA,GILMER,2614,8408,11149,-1.168302018,,
2008,01027,GEORGIA,GLASCOCK,210,1202,1428,-1.744634584,,
2008,01029,GEORGIA,GLYNN,12676,20479,33341,-0.479689529,,
2008,01031,GEORGIA,GORDON,4268,13113,17607,-1.122458771,,
2008,01033,GEORGIA,GRADY,3539,5775,9365,-0.489694055,,
2008,01035,GEORGIA,GREENE,3339,4532,7919,-0.305491982,,
2008,01037,GEORGIA,GWINNETT,129025,158746,290147,-0.207299257,,
2008,01039,GEORGIA,HABERSHAM,2900,11766,14808,-1.400503279,,
2008,01041,GEORGIA,HALL,14457,44962,59928,-1.134638962,,
2008,01043,GEORGIA,HANCOCK,3535,795,4344,1.492126464,,
2008,01045,GEORGIA,HARALSON,2248,8658,11097,-1.348442817,,
2008,01047,GEORGIA,HARRIS,4184,10648,14908,-0.934104354,,
2008,01049,GEORGIA,HART,3365,6537,10002,-0.664050382,,
2008,01051,GEORGIA,HEARD,1042,3133,4225,-1.100849069,,
2008,01053,GEORGIA,HENRY,40527,47115,88229,-0.150623003,,
2008,01055,GEORGIA,HOUSTON,22094,33392,55931,-0.413010272,,
